Matricola;Cognome;Nome;DataNascita;LuogoNascita;Via;Cap;Citta;SiglaProvincia;Telefono;Email;TitoloStudio
10189;Amato;Azzurra;08/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000189;amato.azzurra@studenti.its.net;Diploma
10190;Botnariuc;Cristian;09/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000190;botnariuc.cristian@studenti.its.net;Diploma
10191;Astori;Martina;10/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000191;astori.martina@studenti.its.net;Diploma
10192;Baietto;Davide;11/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000192;baietto.davide@studenti.its.net;Diploma
10193;Barbara;Gioele Francesco;12/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000193;barbara.gioelefrancesco@studenti.its.net;Diploma
10194;Bulgarelli;Giacomo;13/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000194;bulgarelli.giacomo@studenti.its.net;Diploma
10195;Botnariuc;Desire;14/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000195;botnariuc.desire@studenti.its.net;Diploma
10196;Artino;Gabriele;15/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000196;artino.gabriele@studenti.its.net;Diploma
10197;Barberis;Mattia Mauro Giuseppe;16/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000197;barberis.mattiamaurogiuseppe@studenti.its.net;Diploma
10198;Amodeo;Elisa;17/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000198;amodeo.elisa@studenti.its.net;Diploma
10199;Bonatti;Viola;18/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000199;bonatti.viola@studenti.its.net;Diploma
10200;Apuzzo;Michele;19/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000200;apuzzo.michele@studenti.its.net;Diploma
10201;Berca;Veronica;20/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000201;berca.veronica@studenti.its.net;Diploma
10202;Borello;Erika;21/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000202;borello.erika@studenti.its.net;Diploma
10203;Bertaglia;Vanessa;22/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000203;bertaglia.vanessa@studenti.its.net;Diploma
10204;Canale;Alessia;23/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000204;canale.alessia@studenti.its.net;Diploma
10205;Ambrosini;Letizia Micol;24/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000205;ambrosini.letiziamicol@studenti.its.net;Diploma
10206;Danila;Arianna Giorgiana;25/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000206;danila.ariannagiorgiana@studenti.its.net;Diploma
10207;Bontiempo;Martina;26/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000207;bontiempo.martina@studenti.its.net;Diploma
10208;Besso;Yari;27/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000208;besso.yari@studenti.its.net;Diploma
10209;Balta;Eliza Florentina;28/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000209;balta.elizaflorentina@studenti.its.net;Diploma
10210;Ariotti;Paola;29/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000210;ariotti.paola@studenti.its.net;Diploma
10211;Manfredi;Alexandro;30/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000211;manfredi.alexandro@studenti.its.net;Diploma
10212;Bindi;Elena;31/07/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000212;bindi.elena@studenti.its.net;Diploma
10213;Bergamo;Edoardo;01/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000213;bergamo.edoardo@studenti.its.net;Diploma
10214;Brandt;Ruben;02/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000214;brandt.ruben@studenti.its.net;Diploma
10215;Bourguet;Giulio;03/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000215;bourguet.giulio@studenti.its.net;Diploma
10216;Bertaglia;Giulia;04/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000216;bertaglia.giulia@studenti.its.net;Diploma
10217;Colombatto;Giada;05/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000217;colombatto.giada@studenti.its.net;Diploma
10218;Castrale;Anna;06/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000218;castrale.anna@studenti.its.net;Diploma
10219;Gallo;Cecilia Natali;07/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000219;gallo.cecilianatali@studenti.its.net;Diploma
10220;Cario;Sally;08/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000220;cario.sally@studenti.its.net;Diploma
10221;Bolognino;Elia;09/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000221;bolognino.elia@studenti.its.net;Diploma
10222;Cerrano;Alessandra;10/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000222;cerrano.alessandra@studenti.its.net;Diploma
10223;Baschirotto;Giulia;11/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000223;baschirotto.giulia@studenti.its.net;Diploma
10224;Bortone;Allegra;12/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000224;bortone.allegra@studenti.its.net;Diploma
10225;Ferraina;Allison;13/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000225;ferraina.allison@studenti.its.net;Diploma
10226;Cerrano;Eleonora;14/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000226;cerrano.eleonora@studenti.its.net;Laurea
10227;Arras;Massimo;15/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000227;arras.massimo@studenti.its.net;Diploma
10228;Bosio;Edoardo;16/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000228;bosio.edoardo@studenti.its.net;Diploma
10229;Capogreco;Diego;17/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000229;capogreco.diego@studenti.its.net;Diploma
10230;Ferraina;Meghan;18/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000230;ferraina.meghan@studenti.its.net;Diploma
10231;Allione;Anastasia;19/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000231;allione.anastasia@studenti.its.net;Diploma
10232;Agliassa;Arianna;20/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000232;agliassa.arianna@studenti.its.net;Diploma
10233;Brunatto;Anastasia;21/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000233;brunatto.anastasia@studenti.its.net;Diploma
10234;Frisoni;Anastasia;22/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000234;frisoni.anastasia@studenti.its.net;Laurea
10235;Avanzo;Noemi;23/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000235;avanzo.noemi@studenti.its.net;Diploma
10236;Cullino;Emma Anna;24/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000236;cullino.emmaanna@studenti.its.net;Diploma
10237;Bellopede;Andrea;25/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000237;bellopede.andrea@studenti.its.net;Diploma
10238;Cannella;Luca;26/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000238;cannella.luca@studenti.its.net;Diploma
10239;Corongiu;Sofia;27/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000239;corongiu.sofia@studenti.its.net;Diploma
10240;Caposiena;Francesca Pia;28/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000240;caposiena.francescapia@studenti.its.net;Diploma
10241;Bertoli;Edoardo;29/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000241;bertoli.edoardo@studenti.its.net;Diploma
10242;Ascolto;Sportello;30/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000242;ascolto.sportello@studenti.its.net;Diploma
10243;Capogreco;Sara;31/08/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000243;capogreco.sara@studenti.its.net;Diploma
10244;Astori;Margareth;01/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000244;astori.margareth@studenti.its.net;Laurea
10245;Cannella;Alice;02/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000245;cannella.alice@studenti.its.net;Diploma
10246;Criscenti;Andrea;03/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000246;criscenti.andrea@studenti.its.net;Diploma
10247;Bosticco;Andrea;04/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000247;bosticco.andrea@studenti.its.net;Diploma
10248;Biancorosso;Michelle;05/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000248;biancorosso.michelle@studenti.its.net;Diploma
10249;Berardi;Andrea Mela;06/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000249;berardi.andreamela@studenti.its.net;Diploma
10250;Alberti;Aurora;07/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000250;alberti.aurora@studenti.its.net;Diploma
10251;Brandt;Greta;08/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000251;brandt.greta@studenti.its.net;Diploma
10252;Assom;Laura;09/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000252;assom.laura@studenti.its.net;Diploma
10253;Prima;Giulia;10/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000253;prima.giulia@studenti.its.net;Diploma
10254;Attina';Antonella;11/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000254;attina.antonella@studenti.its.net;Diploma
10255;Coratella;Katie;12/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000255;coratella.katie@studenti.its.net;Diploma
10256;Bagetto;Emanuela;13/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000256;bagetto.emanuela@studenti.its.net;Diploma
10257;Baglieri;Mery;14/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000257;baglieri.mery@studenti.its.net;Diploma
10258;Balducci;Giulia;15/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000258;balducci.giulia@studenti.its.net;Diploma
10259;Cuccolo;Serena;16/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000259;cuccolo.serena@studenti.its.net;Diploma
10260;Barbagallo;Carmela;17/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000260;barbagallo.carmela@studenti.its.net;Diploma
10261;Barbizzi;Patrizia;18/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000261;barbizzi.patrizia@studenti.its.net;Diploma
10262;Bertoli;Lorena;19/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000262;bertoli.lorena@studenti.its.net;Diploma
10263;Bertolino;Tiziana;20/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000263;bertolino.tiziana@studenti.its.net;Diploma
10264;De colombi;Edwuard;21/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000264;decolombi.edwuard@studenti.its.net;Diploma
10265;Bertolotto;Ada;22/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000265;bertolotto.ada@studenti.its.net;Diploma
10266;Coratella;Michelle Mimma;23/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000266;coratella.michellemimma@studenti.its.net;Diploma
10267;Bertolotto;Luisa;24/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000267;bertolotto.luisa@studenti.its.net;Diploma
10268;Bianco;Claudia;25/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000268;bianco.claudia@studenti.its.net;Diploma
10269;Biancolli;Simona;26/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000269;biancolli.simona@studenti.its.net;Diploma
10270;Bignone;Adriana;27/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000270;bignone.adriana@studenti.its.net;Diploma
10271;Bisceglia;Daniela;28/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000271;bisceglia.daniela@studenti.its.net;Diploma
10272;Boero;Andrea;29/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000272;boero.andrea@studenti.its.net;Diploma
10273;Bombardieri;Cristina;30/09/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000273;bombardieri.cristina@studenti.its.net;Diploma
10274;Bongiovanni;Pasquale;01/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000274;bongiovanni.pasquale@studenti.its.net;Diploma
10275;Baldi;Diego;02/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000275;baldi.diego@studenti.its.net;Diploma
10276;Bonparola;Domenica;03/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000276;bonparola.domenica@studenti.its.net;Diploma
10277;Bonatti;Nicolo';04/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000277;bonatti.nicolo@studenti.its.net;Diploma
10278;Danesi;Arianna;05/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000278;danesi.arianna@studenti.its.net;Diploma
10279;Carrera;Alice;06/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000279;carrera.alice@studenti.its.net;Diploma
10280;Agazzi;Rayan;07/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000280;agazzi.rayan@studenti.its.net;Diploma
10281;Calascione;Sofia;08/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000281;calascione.sofia@studenti.its.net;Diploma
10282;Gentile;Arianna;09/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000282;gentile.arianna@studenti.its.net;Diploma
10283;Frisoni;Riccardo;10/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000283;frisoni.riccardo@studenti.its.net;Laurea
10284;Bolla;Riccardo;11/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000284;bolla.riccardo@studenti.its.net;Diploma
10285;Gallo;Samuele;12/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000285;gallo.samuele@studenti.its.net;Diploma
10286;D'amico;Christian;13/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000286;damico.christian@studenti.its.net;Diploma
10287;D'amico;Nicole;14/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000287;damico.nicole@studenti.its.net;Diploma
10288;Farina;Thiago;15/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000288;farina.thiago@studenti.its.net;Diploma
10289;Agharese edebiri;Christian;16/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000289;aghareseedebiri.christian@studenti.its.net;Diploma
10290;Barros carli;Marina Rosa;17/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000290;barroscarli.marinarosa@studenti.its.net;Diploma
10291;D'alessandro;Elisa;18/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000291;dalessandro.elisa@studenti.its.net;Diploma
10292;Di marco;Miriam;19/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000292;dimarco.miriam@studenti.its.net;Diploma
10293;Cordoba bonilla;Diana Sofia;20/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000293;cordobabonilla.dianasofia@studenti.its.net;Diploma
10294;Lazzeretti;Daniele;21/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000294;lazzeretti.daniele@studenti.its.net;Diploma
10295;Dacomo;Ettore Antonio;22/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000295;dacomo.ettoreantonio@studenti.its.net;Diploma
10296;D'urso;Aurora Sandra;23/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000296;durso.aurorasandra@studenti.its.net;Diploma
10297;Briglia;Vincenzo;24/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000297;briglia.vincenzo@studenti.its.net;Diploma
10298;Cavaliere;Katia;25/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000298;cavaliere.katia@studenti.its.net;Diploma
10299;Chiaberge;Irene;26/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000299;chiaberge.irene@studenti.its.net;Diploma
10300;D'amico;Andrea;27/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000300;damico.andrea@studenti.its.net;Diploma
10301;Bertoli;Luca;28/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000301;bertoli.luca@studenti.its.net;Diploma
10302;Bufo;Francesca;29/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000302;bufo.francesca@studenti.its.net;Diploma
10303;Bortone;Beatrice;30/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000303;bortone.beatrice@studenti.its.net;Diploma
10304;Galluzzo;Samuel;31/10/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000304;galluzzo.samuel@studenti.its.net;Diploma
10305;Di scala;Alice;01/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000305;discala.alice@studenti.its.net;Diploma
10306;Cicirello;Rebecca;02/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000306;cicirello.rebecca@studenti.its.net;Diploma
10307;Moratto;Beatriz;03/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000307;moratto.beatriz@studenti.its.net;Diploma
10308;Donvito;Stefano;04/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000308;donvito.stefano@studenti.its.net;Diploma
10309;Fiore;Federica;05/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000309;fiore.federica@studenti.its.net;Diploma
10310;Coratella;Gabriel;06/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000310;coratella.gabriel@studenti.its.net;Diploma
10311;Chiaberge;Giulio;07/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000311;chiaberge.giulio@studenti.its.net;Diploma
10312;Pacca;Camilla;08/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000312;pacca.camilla@studenti.its.net;Diploma
10313;Chiaberge;Ambra;09/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000313;chiaberge.ambra@studenti.its.net;Diploma
10314;Dogliotti;Beatrice;10/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000314;dogliotti.beatrice@studenti.its.net;Diploma
10315;Bunino;Sabrina Paola;11/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000315;bunino.sabrinapaola@studenti.its.net;Diploma
10316;Cela;Samuele;12/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000316;cela.samuele@studenti.its.net;Diploma
10317;D'anna;Alice;13/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000317;danna.alice@studenti.its.net;Diploma
10318;Giorda;Lavinia;14/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000318;giorda.lavinia@studenti.its.net;Diploma
10319;Caboni;Federica;15/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000319;caboni.federica@studenti.its.net;Diploma
10320;Cacciola;Giovanna;16/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000320;cacciola.giovanna@studenti.its.net;Diploma
10321;Criscenti;Noemi;17/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000321;criscenti.noemi@studenti.its.net;Diploma
10322;De cillis;Christian;18/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000322;decillis.christian@studenti.its.net;Diploma
10323;Chiribici;Ester Elena;19/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000323;chiribici.esterelena@studenti.its.net;Diploma
10324;Giacometto;Emma;20/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000324;giacometto.emma@studenti.its.net;Diploma
10325;Lucco borlera;Edoardo;21/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000325;luccoborlera.edoardo@studenti.its.net;Diploma
10326;Costanzo;Emma;22/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000326;costanzo.emma@studenti.its.net;Diploma
10327;Cadegiani;Elena;23/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000327;cadegiani.elena@studenti.its.net;Diploma
10328;Bassi;Eleonora;24/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000328;bassi.eleonora@studenti.its.net;Diploma
10329;Bassi;Cristina;25/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000329;bassi.cristina@studenti.its.net;Diploma
10330;Corongiu;Edoardo;26/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000330;corongiu.edoardo@studenti.its.net;Diploma
10331;Cannarsa;Mattia Ryan;27/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000331;cannarsa.mattiaryan@studenti.its.net;Diploma
10332;Cafasso;Rebecca;28/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000332;cafasso.rebecca@studenti.its.net;Diploma
10333;De palma;Francesca;29/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000333;depalma.francesca@studenti.its.net;Diploma
10334;Cittadino;Lorenzo;30/11/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000334;cittadino.lorenzo@studenti.its.net;Diploma
10335;Canuto;Susanna;01/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000335;canuto.susanna@studenti.its.net;Diploma
10336;Graziano;Cecilia;02/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000336;graziano.cecilia@studenti.its.net;Diploma
10337;Bonatesta;Edoardo;03/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000337;bonatesta.edoardo@studenti.its.net;Diploma
10338;Canfora;Christian;04/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000338;canfora.christian@studenti.its.net;Diploma
10339;Grillo;Lorenzo Pietro;05/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000339;grillo.lorenzopietro@studenti.its.net;Laurea
10340;Curro';Mattia;06/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000340;curro.mattia@studenti.its.net;Diploma
10341;Esposito pellegrino;Cesare;07/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000341;espositopellegrino.cesare@studenti.its.net;Diploma
10342;Fedini;Gabriele;08/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000342;fedini.gabriele@studenti.its.net;Diploma
10343;Evangelista;Martina;09/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000343;evangelista.martina@studenti.its.net;Diploma
10344;Cannarsa;Sofia Sade;10/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000344;cannarsa.sofiasade@studenti.its.net;Diploma
10345;Daria;Christian;11/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000345;daria.christian@studenti.its.net;Diploma
10346;D'anna;Gaia;12/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000346;danna.gaia@studenti.its.net;Diploma
10347;Chiaberge;Luca;13/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000347;chiaberge.luca@studenti.its.net;Diploma
10348;Cottone;Christian Claudio;14/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000348;cottone.christianclaudio@studenti.its.net;Diploma
10349;Cacciotto;Edoardo;15/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000349;cacciotto.edoardo@studenti.its.net;Diploma
10350;Ieluzzi;Chrystian;16/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000350;ieluzzi.chrystian@studenti.its.net;Diploma
10351;Capra;Laura;17/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000351;capra.laura@studenti.its.net;Diploma
10352;Donadio;Nicolo';18/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000352;donadio.nicolo@studenti.its.net;Diploma
10353;Carbone;Alessandra;19/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000353;carbone.alessandra@studenti.its.net;Diploma
10354;Catalano;Giulio;20/12/2000;Torino;Via Cibrario, NN;10143;Torino;TO;3300000354;catalano.giulio@studenti.its.net;Diploma
